dataset,embA,evalTypeA,embB,evalTypeB,rho,pearsons,rho_pairs,ds_pairs
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.806099016695977,0.7935093562244548,179,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.5581981309065794,0.5967740883908244,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.627281645444354,0.6395585965156868,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.6320944966500972,0.6383196285434937,178,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.4973030430533395,0.5372640454412984,168,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.618533393623232,0.6465191527765789,178,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.5475805705525028,0.6001224489593325,177,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.499191071095365,0.5567989110190572,168,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.44895693636168027,0.5629928261990517,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.5773746666372558,0.6152148206138148,168,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.5209805850736736,0.5789119710771647,168,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.8155376514453149,0.8877701898622327,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.713849970329384,0.8232661428633118,174,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.646133079415725,0.6516427279590653,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.6130834218663963,0.6497853783518904,179,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,1.0,1.0,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.608554968886255,0.6625240444809477,168,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.43102631412443426,0.521426860283045,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.6627274460406819,0.6851323104347838,138,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.30478045327604664,0.23295354548161074,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.5627095939838302,0.5655898717063739,180,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.5655979497531907,0.5462583715562757,173,287
EN_MTurk-287.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.7853762750542849,0.8665056332256919,180,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.6498129618429006,0.7492561825330553,194,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.6846887224646803,0.7719567841289906,193,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.6899971096542138,0.7455994500391334,187,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.5191278987401132,0.6499079917554365,170,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.5781924148833043,0.6755474579813827,192,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.7688763904594105,0.839413694886439,194,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.7400343944837222,0.7897309159977328,168,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.4036619115892199,0.501673995972128,168,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.8854432376995292,0.9207447927260329,194,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.8129515732702819,0.8672159735858873,170,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.6616007111742342,0.7327168966441115,168,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.7549755898661024,0.7485949427067082,167,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.6567948431377705,0.7430006887466245,194,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.6858350645593915,0.790992613702154,194,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.608554968886255,0.6625240444809477,168,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,1.0,1.0,194,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.4706892249088799,0.6091135511567519,193,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.7816132370727816,0.8097898240832194,134,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.31644720204516485,0.35911681430836306,193,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.6917831409261842,0.7395945879620313,194,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.4188780944384959,0.46644368936337127,188,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.6411686025690834,0.7257897439483171,168,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.48112669770708605,0.5695679153702083,270,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.5288396057374986,0.6241745147040241,270,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.6001589726765711,0.6559737803710234,252,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.4787824927793827,0.5265736525713394,205,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.3374468250971052,0.4613602969699162,261,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.42849919854731155,0.5143066781922361,266,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5485142316371849,0.5827874159754551,202,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.2329323260309743,0.38777890675532434,180,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.5024116486930185,0.5907638529574724,193,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.5192123798333912,0.6072540267933789,205,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.5241188371846079,0.6377670163083532,180,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.4925251160770457,0.5298613891532183,174,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.5030193991441431,0.5786342155272424,270,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.5131701423811331,0.6380410319606732,229,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.4310263141244342,0.5214268602830451,180,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.4706892249088798,0.609113551156752,193,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.9999999999999999,1.0,270,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.4688085773843633,0.5455440245617754,138,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.3399186398576436,0.38611889121905313,267,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.3981607423850479,0.5106719760704269,270,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.32016155376728894,0.3360973975304765,258,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.5459423088596448,0.6584529095799128,180,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.6057115589660929,0.6523985946357911,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.6279495603770873,0.6463220305439238,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.624744000420102,0.6186493088784266,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.5159438958064977,0.603408659474586,136,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.6418911424374816,0.6812739432124695,136,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.6820943864692813,0.6965736208686045,137,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.6373837126091311,0.6388716876376128,136,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.3618698186484137,0.4110905103399942,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.7630194890210602,0.7421687845251969,134,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.685267878440914,0.7046369966438238,136,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.733262707510919,0.753196591229877,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.8502300859502989,0.8007100797317507,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.6453563902289783,0.650328694842252,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.6483792971969617,0.6698641780642275,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.6627274460406819,0.6851323104347838,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.7816132370727816,0.8097898240832194,134,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.46880857738436343,0.5455440245617754,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,1.0,1.0,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.26975334996997646,0.1954676201681742,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.6581375331343936,0.6377144267467414,138,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.5378714256571754,0.49466591259797443,132,287
EN_MTurk-287.ws.tab,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.709883124918662,0.7473223257226004,138,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.3484538834856562,0.39173346745188903,278,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.4105711444166167,0.4525641485751909,267,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.40141613160238065,0.4503541526677244,252,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.23570867915802776,0.27373190384189494,205,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.2991916842745835,0.30376166986377895,268,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.32397585493881004,0.35730063583484706,272,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.33839120623134583,0.3841659643251999,202,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.18132574187036818,0.1612162551741784,180,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.25009785977132915,0.3130841830058026,193,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.342365576719628,0.36736368872058967,205,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.3469546595389097,0.2798755243446721,180,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.32721488746533517,0.1957557177095798,174,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.41867381892985284,0.47422210396167425,278,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.4214714330824863,0.4689331219822564,235,287
EN_MTurk-287.ws.tab,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.3047804532760465,0.23295354548161082,180,287
